problem_id,evol_algorithmic_practical_0_10_run_1_cq,evol_algorithmic_practical_2_8_run_1_cq,evol_algorithmic_practical_5_5_run_1_cq,evol_algorithmic_practical_8_2_run_1_cq,evol_algorithmic_practical_10_0_run_1_cq,evol_algorithmic_practical_0_10_run_2_cq,evol_algorithmic_practical_2_8_run_2_cq,evol_algorithmic_practical_5_5_run_2_cq,evol_algorithmic_practical_8_2_run_2_cq,evol_algorithmic_practical_10_0_run_2_cq,evol_algorithmic_practical_0_10_run_3_cq,evol_algorithmic_practical_2_8_run_3_cq,evol_algorithmic_practical_5_5_run_3_cq,evol_algorithmic_practical_8_2_run_3_cq,evol_algorithmic_practical_10_0_run_3_cq
abc341_a,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
abc341_b,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1
abc341_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc341_d,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
abc341_e,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
abc341_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc342_a,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
abc342_b,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
abc342_c,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
abc342_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc342_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc343_a,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
abc343_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc343_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc343_d,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
abc343_e,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
abc344_d,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
abc344_a,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
abc344_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc344_b,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
abc344_e,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
abc345_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc345_b,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
abc346_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc346_b,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
abc346_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc346_a,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0
abc346_c,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
abc347_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc347_a,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
abc347_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc347_b,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0
abc348_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc348_b,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
abc348_a,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
abc348_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc348_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc349_c,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
abc349_a,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
abc349_b,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
abc349_d,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
abc349_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc350_a,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1
abc350_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc350_b,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
abc350_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc350_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc351_a,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
abc351_b,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1
abc351_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc351_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc351_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc351_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc352_e,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
abc352_a,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
abc352_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc352_b,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
abc352_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc353_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc353_b,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0
abc353_a,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
abc353_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc353_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc354_b,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
abc354_a,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1
abc354_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc354_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc354_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc355_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc355_b,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0
abc355_c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc355_a,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
abc355_d,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3334,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
3351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3353,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
3337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3349,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0
3328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3371,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
3374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3372,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0
3346,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3367,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3306,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3381,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
3355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3379,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
3382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3408,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
3397,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
3394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3396,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3395,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3402,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
3398,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
3388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3412,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
3383,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
3429,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
3416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3446,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
3451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3428,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1
3420,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
abc356_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc356_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc356_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc356_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc356_b,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
abc357_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc357_a,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
abc357_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc357_b,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
abc357_e,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
abc358_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc358_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc358_b,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
abc358_d,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
abc358_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc359_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc359_b,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
abc359_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc359_a,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
abc359_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc360_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc360_b,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
abc360_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc360_a,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1
abc360_d,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
abc361_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc361_b,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
abc361_a,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
abc361_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc361_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc361_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc362_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc362_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc362_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc362_a,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
abc362_b,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
abc363_a,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
abc363_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc363_b,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
abc363_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc363_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc363_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc364_b,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
abc364_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc364_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc364_d,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
abc364_c,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
abc364_a,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
abc365_b,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1
abc365_a,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
abc365_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc365_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc365_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3426,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
3430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3450,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
3422,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3442,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0
3421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3469,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1
3490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3439,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3468,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3484,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3508,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3515,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
3507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3533,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
3535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3447,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0
3413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3476,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
3475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3463,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
3264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3511,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3532,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
abc366_f,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
abc366_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc366_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc366_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc366_a,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
abc366_c,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
abc366_g,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
abc367_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc367_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc367_a,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1
abc367_g,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
abc367_b,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
abc367_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc367_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
abc368_g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc368_a,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1
abc368_b,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
abc368_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc368_c,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
abc368_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc368_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc369_d,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
abc369_g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc369_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc369_a,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
abc369_b,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
abc369_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc370_a,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
abc370_g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc370_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc370_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc370_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc370_b,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
abc370_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc371_b,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
abc371_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc371_g,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
abc371_f,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
abc371_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc371_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc371_a,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
abc372_e,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
abc372_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc372_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc372_g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc372_f,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
abc372_a,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
abc373_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc373_b,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
abc373_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc373_g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc373_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc373_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arc181_d,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
arc181_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arc181_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arc181_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arc182_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arc182_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arc182_a,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
arc182_c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arc183_b,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
arc183_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arc183_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arc183_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3543,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
3525,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3555,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
3534,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3553,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
3495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3563,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3567,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
3485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3550,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3568,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1
3540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3575,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3571,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3496,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3600,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
3570,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3606,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
3510,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3584,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc374_c,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
abc374_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc374_b,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
abc374_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc374_g,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
abc374_a,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
abc374_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc375_e,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
abc375_b,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
abc375_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc375_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc375_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc375_g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc375_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc376_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc376_d,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
abc376_g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc376_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc376_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc376_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc376_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc377_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc377_b,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
abc377_a,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0
abc377_g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc377_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc377_e,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
abc377_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc378_e,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
abc378_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc378_b,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
abc378_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc378_g,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
abc378_a,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0
abc378_c,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
abc379_b,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0
abc379_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc379_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc379_d,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
abc379_g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc379_f,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
abc379_a,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1
abc380_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc380_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc380_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc380_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc380_a,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
abc380_g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc380_b,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1
abc381_a,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0
abc381_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc381_b,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
abc381_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc381_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc382_d,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
abc382_a,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1
abc382_b,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
abc382_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc382_g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc382_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abc383_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
